client_employee_id,first_name,middle_name,last_name,preferred_name,job_code,job_title,job_start_date,organization_id,organization_name,department_id,department_name,dob,hire_date,recent_hire_date,anniversary_date,term_date,years_of_experience,work_email,address,city,state,zip,country,manager_employee_id,manager_employee_name,fte_status,is_per_deim,cell_phone,work_phone,scheduled_weekly_hour,active_status,termination_reason,clinical_level,_source_file,_ingested_at,_batch_id
505453,Demo505453,null,Nurse,Demo505453,2324,Clinical Manager-Home Health,1990-11-12,Care at Home,Care at Home,209037,209037-Clinical Manager/Supervisor Law Home Hea,1967-05-11,1990-11-12,1990-11-12,1990-11-12,null,null,nurse+505453@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507537,null,Full_time,null,339xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505454,Demo505454,null,Nurse,Demo505454,4949,Home Health Aide I,2014-03-26,Care at Home,Care at Home,236082,236082-Home Health Aide Lowell,1956-02-21,2014-03-26,2014-03-26,2014-03-26,null,null,nurse+505454@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00138,Demo00138,null,Nurse,Demo00138,3599,Clinical Director-Informatics,1998-08-24,Lowell General Hospital,Lowell General Hospital,90420,90420-Informatics,1964-02-27,1998-08-24,1998-08-24,1998-08-24,null,null,nurse+00138@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,303007,null,Full_time,null,508xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507273,Demo507273,null,Nurse,Demo507273,1437,Physical Therapy Assistant II,1995-08-28,Care at Home,Care at Home,247037,247037-Physical Therapist Asst Law Home Health,1968-12-17,1995-08-28,1995-08-28,1995-08-28,null,null,nurse+507273@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,502646,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505552,Demo505552,null,Nurse,Demo505552,4949,Home Health Aide I,2011-05-13,Care at Home,Care at Home,236082,236082-Home Health Aide Lowell,1987-02-21,2011-05-13,2011-05-13,2011-05-13,null,null,nurse+505552@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Part_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507238,Demo507238,null,Nurse,Demo507238,4238,"Manager, Nursing Support",2011-07-08,Care at Home,Care at Home,209038,209038-Clinical Manager/Supervisor Law Hospice,1959-10-27,2011-07-08,2011-07-08,2011-07-08,null,null,nurse+507238@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,500713,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507473,Demo507473,null,Nurse,Demo507473,4688,Senior Clinical Staff Educator - PD,1990-10-01,Care at Home,Care at Home,227001,227001-Staff Education Admin,1956-10-14,1990-10-01,1990-10-01,2025-05-18,2025-05-17,null,nurse+507473@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507486,null,Variable_time,null,978xxxxxxx,null,40,0,Terminate_Employee_Voluntary,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506357,Demo506357,null,Nurse,Demo506357,4445,Physical Therapist - Care at Home,2017-05-15,Care at Home,Care at Home,246045,246045-Physical Therapist Seacoast,1985-05-26,2017-05-15,2017-05-15,2017-05-15,null,null,nurse+506357@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,502646,null,Full_time,null,603xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507272,Demo507272,null,Nurse,Demo507272,1437,Physical Therapy Assistant II,1993-11-15,Care at Home,Care at Home,247045,247045-Physical Therapist Asst Seacoast,1962-03-09,1993-11-15,1993-11-15,1993-11-15,null,null,nurse+507272@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,502646,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506444,Demo506444,null,Nurse,Demo506444,4944,Patient Service Representative I,1998-08-03,Tufts Medicine,Tufts Medicine,8000-13204,8000-13204-RCM Registration,1950-11-08,1998-08-03,1998-08-03,1998-08-03,null,null,nurse+506444@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,412620,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507271,Demo507271,null,Nurse,Demo507271,1437,Physical Therapy Assistant II,1991-06-24,Care at Home,Care at Home,247037,247037-Physical Therapist Asst Law Home Health,1955-09-06,1991-06-24,1991-06-24,1991-06-24,null,null,nurse+507271@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,505453,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506342,Demo506342,null,Nurse,Demo506342,4442,Occupational Therapist - Care at Home,2009-03-09,Care at Home,Care at Home,250045,250045-Occupational Therapist Seacoast,1962-12-10,2009-03-09,2009-03-09,2009-03-09,null,null,nurse+506342@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,502646,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506358,Demo506358,null,Nurse,Demo506358,4445,Physical Therapist - Care at Home,1992-04-22,Care at Home,Care at Home,246037,246037-Physical Therapist Law Home Health,1957-09-19,1992-04-22,1992-04-22,2025-06-28,2025-06-27,null,nurse+506358@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,505453,null,Full_time,null,617xxxxxxx,null,40,0,Terminate_Employee_Voluntary,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505688,Demo505688,null,Nurse,Demo505688,4949,Home Health Aide I,2019-02-01,Care at Home,Care at Home,236037,236037-Home Health Aide Law,1985-04-20,2019-02-01,2019-02-01,2019-02-01,null,null,nurse+505688@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505559,Demo505559,null,Nurse,Demo505559,3592,RN IV Complex Care,1998-09-14,Lowell General Hospital,Lowell General Hospital,69000,69000-Labor and Delivery,1965-04-30,1998-09-14,1998-09-14,1998-09-14,null,null,nurse+505559@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,05892,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505442,Demo505442,null,Nurse,Demo505442,1255,Home Health Aide II,2021-10-12,Care at Home,Care at Home,236082,236082-Home Health Aide Lowell,1977-08-08,2008-07-02,2021-10-12,2021-10-12,null,null,nurse+505442@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507472,Demo507472,null,Nurse,Demo507472,1693,Scheduling Coordinator III,2000-09-25,Care at Home,Care at Home,214638,214638-Clinical Scheduler Law Hospice,1969-12-27,2000-09-25,2000-09-25,2000-09-25,null,null,nurse+507472@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507237,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505684,Demo505684,null,Nurse,Demo505684,4949,Home Health Aide I,2017-02-20,Care at Home,Care at Home,236045,236045-Home Health Aide Seacoast,1963-04-07,2017-02-20,2017-02-20,2017-02-20,null,null,nurse+505684@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Full_time,null,603xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506359,Demo506359,null,Nurse,Demo506359,4445,Physical Therapist - Care at Home,2009-10-04,Care at Home,Care at Home,246037,246037-Physical Therapist Law Home Health,1958-08-25,1999-06-21,2009-10-04,2009-10-04,null,null,nurse+506359@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,502646,null,Part_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505686,Demo505686,null,Nurse,Demo505686,4949,Home Health Aide I,2005-09-16,Care at Home,Care at Home,236082,236082-Home Health Aide Lowell,1978-06-05,2005-09-16,2005-09-16,2005-09-16,null,null,nurse+505686@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00267,Demo00267,null,Nurse,Demo00267,3588,RN IV,1998-11-16,Lowell General Hospital,Lowell General Hospital,68250,68250-Lactation Clinic,1963-09-10,1998-11-16,1998-11-16,1998-11-16,null,null,nurse+00267@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,13706,null,Part_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507475,Demo507475,null,Nurse,Demo507475,3431,RN-Home Health-MCH,1994-07-05,Care at Home,Care at Home,241028,241028-RN MCH,1966-05-03,1994-07-05,1994-07-05,1994-07-05,null,null,nurse+507475@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,505453,null,Part_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505690,Demo505690,null,Nurse,Demo505690,4791,Nursing Support Coordinator III - CAH - Hospice House,2015-05-11,Care at Home,Care at Home,235540,235540-House - Care Partners,1967-12-30,2015-05-11,2015-05-11,2015-05-11,null,null,nurse+505690@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505691,Demo505691,null,Nurse,Demo505691,4790,Nursing Support Coordinator III - CAH - Hospice House - PD,2016-07-18,Care at Home,Care at Home,235540,235540-House - Care Partners,1973-09-04,2016-07-18,2016-07-18,2016-07-18,null,null,nurse+505691@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Variable_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505683,Demo505683,null,Nurse,Demo505683,4949,Home Health Aide I,2008-09-29,Care at Home,Care at Home,236037,236037-Home Health Aide Law,1968-02-26,2008-09-29,2008-09-29,2008-09-29,null,null,nurse+505683@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507238,null,Part_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506423,Demo506423,null,Nurse,Demo506423,1100,Health Information Management Coordinator II,1999-09-27,Tufts Medicine,Tufts Medicine,8000-13206,8000-13206-Health Information Management,1957-11-07,1999-09-27,1999-09-27,1999-09-27,null,null,nurse+506423@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,29686,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506390,Demo506390,null,Nurse,Demo506390,3978,Benefits Consultant,1999-07-26,Tufts Medicine,Tufts Medicine,8000-14678,8000-14678-HR Total Rewards,1975-06-02,1999-07-26,1999-07-26,1999-07-26,null,null,nurse+506390@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507792,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507474,Demo507474,null,Nurse,Demo507474,2103,Care Transition Liaison,2018-03-05,Care at Home,Care at Home,220001,220001-Liaison Admin,1964-06-29,2018-03-05,2018-03-05,2018-03-05,null,null,nurse+507474@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,510271,null,Full_time,null,603xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
507226,Demo507226,null,Nurse,Demo507226,2201,RN-Intake,1995-04-03,Care at Home,Care at Home,217001,217001-Intake Admin,1966-09-05,1995-04-03,1995-04-03,1995-04-03,null,null,nurse+507226@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507516,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505444,Demo505444,null,Nurse,Demo505444,1001,Administrative Assistant II,1999-09-08,Care at Home,Care at Home,214401,214401-Facilities Admin,1962-06-10,1999-09-08,1999-09-08,2024-10-02,2024-10-01,null,nurse+505444@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507237,null,Full_time,null,978xxxxxxx,null,40,0,Terminate_Employee_Involuntary,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505345,Demo505345,null,Nurse,Demo505345,2133,RN-Home Health-Case Manager,1999-12-06,Care at Home,Care at Home,241037,241037-RN Law Home Health,1965-01-29,1999-12-06,1999-12-06,1999-12-06,null,null,nurse+505345@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,500213,null,Part_time,null,603xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00747,Demo00747,null,Nurse,Demo00747,4802,LPN - Outpatient,2021-09-27,Lowell General Hospital,Lowell General Hospital,98230,98230-Urgent Care Tewksbury,1963-07-10,1999-10-18,2021-09-27,2021-09-27,null,null,nurse+00747@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,08371,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
505347,Demo505347,null,Nurse,Demo505347,2133,RN-Home Health-Case Manager,1993-06-07,Care at Home,Care at Home,241037,241037-RN Law Home Health,1957-08-06,1993-06-07,1993-06-07,1993-06-07,null,null,nurse+505347@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,502646,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00772,Demo00772,null,Nurse,Demo00772,5002,RN - Surgical First Assist,1999-11-01,Lowell General Hospital,Lowell General Hospital,69200,69200-Operating Room,1974-01-02,1999-11-01,1999-11-01,1999-11-01,null,null,nurse+00772@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,09019,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
506333,Demo506333,null,Nurse,Demo506333,4674,Epic Reporting Analyst,1993-08-21,Care at Home,Care at Home,227001,227001-Staff Education Admin,1953-08-24,1993-08-21,1993-08-21,1993-08-21,null,null,nurse+506333@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,507486,null,Part_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00367,Demo00367,null,Nurse,Demo00367,2421,"Supervisor, Sleep Therapy",1999-01-27,Lowell General Hospital,Lowell General Hospital,73480,73480-Sleep Lab LSC,1964-05-22,1999-01-27,1999-01-27,1999-01-27,null,null,nurse+00367@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,95695,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00493,Demo00493,null,Nurse,Demo00493,3588,RN IV,1999-05-10,Lowell General Hospital,Lowell General Hospital,60900,60900-Special Care Nursery,1975-08-17,1999-05-10,1999-05-10,1999-05-10,null,null,nurse+00493@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,13706,null,Full_time,null,603xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00449,Demo00449,null,Nurse,Demo00449,2819,"RN I, Clinical Nurse - Ambulatory",2022-10-03,Lowell General Hospital,Lowell General Hospital,72640,72640-Anticoagulation Services,1967-08-04,1999-04-05,2022-10-03,2022-10-03,null,null,nurse+00449@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,05821,null,Full_time,null,603xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00618,Demo00618,null,Nurse,Demo00618,3588,RN IV,1999-08-02,Lowell General Hospital,Lowell General Hospital,60700,60700-Mother-Infant Unit,1962-10-11,1999-08-02,1999-08-02,2025-01-06,2025-01-05,null,nurse+00618@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,13706,null,Part_time,null,978xxxxxxx,null,40,0,Terminate_Employee_Voluntary,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
00518,Demo00518,null,Nurse,Demo00518,2468,Respiratory Therapist II,1999-05-24,Lowell General Hospital,Lowell General Hospital,73600,73600-Respiratory Therapy,1964-11-20,1999-05-24,1999-05-24,1999-05-24,null,null,nurse+00518@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,null,XXXXXXX,08392,null,Full_time,null,978xxxxxxx,null,40,1,null,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601
