client_employee_id,first_name,last_name,preferred_name,job_code,job_title,job_start_date,organization_name,department_id,dob,hire_date,recent_hire_date,anniversary_date,term_date,work_email,address,city,state,country,manager_employee_id,fte_status,cell_phone,scheduled_weekly_hour,active_status,termination_reason,_source_file,_ingested_at,_batch_id,department_code,department_name,employment_status,full_name,manager_exists,tenure_end_date,tenure_days,tenure_years,days_to_termination,is_early_attrition
505453,Demo505453,Nurse,Demo505453,2324,Clinical Manager-Home Health,1990-11-12,Care at Home,209037,1967-05-11,1990-11-12,1990-11-12,1990-11-12,null,nurse+505453@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507537,Full Time,339xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,209037,Clinical Manager/Supervisor Law Home Hea,Active,Demo505453 Nurse,false,2025-10-16,12757,34.93,null,false
505454,Demo505454,Nurse,Demo505454,4949,Home Health Aide I,2014-03-26,Care at Home,236082,1956-02-21,2014-03-26,2014-03-26,2014-03-26,null,nurse+505454@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236082,Home Health Aide Lowell,Active,Demo505454 Nurse,true,2025-10-16,4222,11.56,null,false
00138,Demo00138,Nurse,Demo00138,3599,Clinical Director-Informatics,1998-08-24,Lowell General Hospital,90420,1964-02-27,1998-08-24,1998-08-24,1998-08-24,null,nurse+00138@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,303007,Full Time,508xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,90420,Informatics,Active,Demo00138 Nurse,false,2025-10-16,9915,27.15,null,false
507273,Demo507273,Nurse,Demo507273,1437,Physical Therapy Assistant II,1995-08-28,Care at Home,247037,1968-12-17,1995-08-28,1995-08-28,1995-08-28,null,nurse+507273@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,502646,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,247037,Physical Therapist Asst Law Home Health,Active,Demo507273 Nurse,false,2025-10-16,11007,30.14,null,false
505552,Demo505552,Nurse,Demo505552,4949,Home Health Aide I,2011-05-13,Care at Home,236082,1987-02-21,2011-05-13,2011-05-13,2011-05-13,null,nurse+505552@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Part Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236082,Home Health Aide Lowell,Active,Demo505552 Nurse,true,2025-10-16,5270,14.43,null,false
507238,Demo507238,Nurse,Demo507238,4238,"Manager, Nursing Support",2011-07-08,Care at Home,209038,1959-10-27,2011-07-08,2011-07-08,2011-07-08,null,nurse+507238@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,500713,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,209038,Clinical Manager/Supervisor Law Hospice,Active,Demo507238 Nurse,false,2025-10-16,5214,14.28,null,false
507473,Demo507473,Nurse,Demo507473,4688,Senior Clinical Staff Educator - PD,1990-10-01,Care at Home,227001,1956-10-14,1990-10-01,1990-10-01,2025-05-18,2025-05-17,nurse+507473@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507486,Variable Time,978xxxxxxx,40.00,false,Voluntary,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,227001,Staff Education Admin,Terminated,Demo507473 Nurse,false,2025-05-17,12647,34.63,12647,false
506357,Demo506357,Nurse,Demo506357,4445,Physical Therapist - Care at Home,2017-05-15,Care at Home,246045,1985-05-26,2017-05-15,2017-05-15,2017-05-15,null,nurse+506357@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,502646,Full Time,603xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,246045,Physical Therapist Seacoast,Active,Demo506357 Nurse,false,2025-10-16,3076,8.42,null,false
507272,Demo507272,Nurse,Demo507272,1437,Physical Therapy Assistant II,1993-11-15,Care at Home,247045,1962-03-09,1993-11-15,1993-11-15,1993-11-15,null,nurse+507272@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,502646,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,247045,Physical Therapist Asst Seacoast,Active,Demo507272 Nurse,false,2025-10-16,11658,31.92,null,false
506444,Demo506444,Nurse,Demo506444,4944,Patient Service Representative I,1998-08-03,Tufts Medicine,8000-13204,1950-11-08,1998-08-03,1998-08-03,1998-08-03,null,nurse+506444@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,412620,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,8000,13204-RCM Registration,Active,Demo506444 Nurse,false,2025-10-16,9936,27.2,null,false
507271,Demo507271,Nurse,Demo507271,1437,Physical Therapy Assistant II,1991-06-24,Care at Home,247037,1955-09-06,1991-06-24,1991-06-24,1991-06-24,null,nurse+507271@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,505453,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,247037,Physical Therapist Asst Law Home Health,Active,Demo507271 Nurse,true,2025-10-16,12533,34.31,null,false
506342,Demo506342,Nurse,Demo506342,4442,Occupational Therapist - Care at Home,2009-03-09,Care at Home,250045,1962-12-10,2009-03-09,2009-03-09,2009-03-09,null,nurse+506342@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,502646,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,250045,Occupational Therapist Seacoast,Active,Demo506342 Nurse,false,2025-10-16,6065,16.61,null,false
506358,Demo506358,Nurse,Demo506358,4445,Physical Therapist - Care at Home,1992-04-22,Care at Home,246037,1957-09-19,1992-04-22,1992-04-22,2025-06-28,2025-06-27,nurse+506358@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,505453,Full Time,617xxxxxxx,40.00,false,Voluntary,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,246037,Physical Therapist Law Home Health,Terminated,Demo506358 Nurse,true,2025-06-27,12119,33.18,12119,false
505688,Demo505688,Nurse,Demo505688,4949,Home Health Aide I,2019-02-01,Care at Home,236037,1985-04-20,2019-02-01,2019-02-01,2019-02-01,null,nurse+505688@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236037,Home Health Aide Law,Active,Demo505688 Nurse,true,2025-10-16,2449,6.7,null,false
505559,Demo505559,Nurse,Demo505559,3592,RN IV Complex Care,1998-09-14,Lowell General Hospital,69000,1965-04-30,1998-09-14,1998-09-14,1998-09-14,null,nurse+505559@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,05892,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,69000,Labor and Delivery,Active,Demo505559 Nurse,false,2025-10-16,9894,27.09,null,false
505442,Demo505442,Nurse,Demo505442,1255,Home Health Aide II,2021-10-12,Care at Home,236082,1977-08-08,2008-07-02,2021-10-12,2021-10-12,null,nurse+505442@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236082,Home Health Aide Lowell,Active,Demo505442 Nurse,true,2025-10-16,6315,17.29,null,false
507472,Demo507472,Nurse,Demo507472,1693,Scheduling Coordinator III,2000-09-25,Care at Home,214638,1969-12-27,2000-09-25,2000-09-25,2000-09-25,null,nurse+507472@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507237,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,214638,Clinical Scheduler Law Hospice,Active,Demo507472 Nurse,false,2025-10-16,9152,25.06,null,false
505684,Demo505684,Nurse,Demo505684,4949,Home Health Aide I,2017-02-20,Care at Home,236045,1963-04-07,2017-02-20,2017-02-20,2017-02-20,null,nurse+505684@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Full Time,603xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236045,Home Health Aide Seacoast,Active,Demo505684 Nurse,true,2025-10-16,3160,8.65,null,false
506359,Demo506359,Nurse,Demo506359,4445,Physical Therapist - Care at Home,2009-10-04,Care at Home,246037,1958-08-25,1999-06-21,2009-10-04,2009-10-04,null,nurse+506359@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,502646,Part Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,246037,Physical Therapist Law Home Health,Active,Demo506359 Nurse,false,2025-10-16,9614,26.32,null,false
505686,Demo505686,Nurse,Demo505686,4949,Home Health Aide I,2005-09-16,Care at Home,236082,1978-06-05,2005-09-16,2005-09-16,2005-09-16,null,nurse+505686@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236082,Home Health Aide Lowell,Active,Demo505686 Nurse,true,2025-10-16,7335,20.08,null,false
00267,Demo00267,Nurse,Demo00267,3588,RN IV,1998-11-16,Lowell General Hospital,68250,1963-09-10,1998-11-16,1998-11-16,1998-11-16,null,nurse+00267@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,13706,Part Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,68250,Lactation Clinic,Active,Demo00267 Nurse,false,2025-10-16,9831,26.92,null,false
507475,Demo507475,Nurse,Demo507475,3431,RN-Home Health-MCH,1994-07-05,Care at Home,241028,1966-05-03,1994-07-05,1994-07-05,1994-07-05,null,nurse+507475@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,505453,Part Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,241028,RN MCH,Active,Demo507475 Nurse,true,2025-10-16,11426,31.28,null,false
505690,Demo505690,Nurse,Demo505690,4791,Nursing Support Coordinator III - CAH - Hospice House,2015-05-11,Care at Home,235540,1967-12-30,2015-05-11,2015-05-11,2015-05-11,null,nurse+505690@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,235540,House - Care Partners,Active,Demo505690 Nurse,true,2025-10-16,3811,10.43,null,false
505691,Demo505691,Nurse,Demo505691,4790,Nursing Support Coordinator III - CAH - Hospice House - PD,2016-07-18,Care at Home,235540,1973-09-04,2016-07-18,2016-07-18,2016-07-18,null,nurse+505691@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Variable Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,235540,House - Care Partners,Active,Demo505691 Nurse,true,2025-10-16,3377,9.25,null,false
505683,Demo505683,Nurse,Demo505683,4949,Home Health Aide I,2008-09-29,Care at Home,236037,1968-02-26,2008-09-29,2008-09-29,2008-09-29,null,nurse+505683@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507238,Part Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,236037,Home Health Aide Law,Active,Demo505683 Nurse,true,2025-10-16,6226,17.05,null,false
506423,Demo506423,Nurse,Demo506423,1100,Health Information Management Coordinator II,1999-09-27,Tufts Medicine,8000-13206,1957-11-07,1999-09-27,1999-09-27,1999-09-27,null,nurse+506423@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,29686,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,8000,13206-Health Information Management,Active,Demo506423 Nurse,false,2025-10-16,9516,26.05,null,false
506390,Demo506390,Nurse,Demo506390,3978,Benefits Consultant,1999-07-26,Tufts Medicine,8000-14678,1975-06-02,1999-07-26,1999-07-26,1999-07-26,null,nurse+506390@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507792,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,8000,14678-HR Total Rewards,Active,Demo506390 Nurse,false,2025-10-16,9579,26.23,null,false
507474,Demo507474,Nurse,Demo507474,2103,Care Transition Liaison,2018-03-05,Care at Home,220001,1964-06-29,2018-03-05,2018-03-05,2018-03-05,null,nurse+507474@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,510271,Full Time,603xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,220001,Liaison Admin,Active,Demo507474 Nurse,false,2025-10-16,2782,7.62,null,false
507226,Demo507226,Nurse,Demo507226,2201,RN-Intake,1995-04-03,Care at Home,217001,1966-09-05,1995-04-03,1995-04-03,1995-04-03,null,nurse+507226@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507516,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,217001,Intake Admin,Active,Demo507226 Nurse,false,2025-10-16,11154,30.54,null,false
505444,Demo505444,Nurse,Demo505444,1001,Administrative Assistant II,1999-09-08,Care at Home,214401,1962-06-10,1999-09-08,1999-09-08,2024-10-02,2024-10-01,nurse+505444@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507237,Full Time,978xxxxxxx,40.00,false,Involuntary,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,214401,Facilities Admin,Terminated,Demo505444 Nurse,false,2024-10-01,9155,25.07,9155,false
505345,Demo505345,Nurse,Demo505345,2133,RN-Home Health-Case Manager,1999-12-06,Care at Home,241037,1965-01-29,1999-12-06,1999-12-06,1999-12-06,null,nurse+505345@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,500213,Part Time,603xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,241037,RN Law Home Health,Active,Demo505345 Nurse,false,2025-10-16,9446,25.86,null,false
00747,Demo00747,Nurse,Demo00747,4802,LPN - Outpatient,2021-09-27,Lowell General Hospital,98230,1963-07-10,1999-10-18,2021-09-27,2021-09-27,null,nurse+00747@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,08371,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,98230,Urgent Care Tewksbury,Active,Demo00747 Nurse,false,2025-10-16,9495,26,null,false
505347,Demo505347,Nurse,Demo505347,2133,RN-Home Health-Case Manager,1993-06-07,Care at Home,241037,1957-08-06,1993-06-07,1993-06-07,1993-06-07,null,nurse+505347@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,502646,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,241037,RN Law Home Health,Active,Demo505347 Nurse,false,2025-10-16,11819,32.36,null,false
00772,Demo00772,Nurse,Demo00772,5002,RN - Surgical First Assist,1999-11-01,Lowell General Hospital,69200,1974-01-02,1999-11-01,1999-11-01,1999-11-01,null,nurse+00772@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,09019,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,69200,Operating Room,Active,Demo00772 Nurse,false,2025-10-16,9481,25.96,null,false
506333,Demo506333,Nurse,Demo506333,4674,Epic Reporting Analyst,1993-08-21,Care at Home,227001,1953-08-24,1993-08-21,1993-08-21,1993-08-21,null,nurse+506333@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,507486,Part Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,227001,Staff Education Admin,Active,Demo506333 Nurse,false,2025-10-16,11744,32.15,null,false
00367,Demo00367,Nurse,Demo00367,2421,"Supervisor, Sleep Therapy",1999-01-27,Lowell General Hospital,73480,1964-05-22,1999-01-27,1999-01-27,1999-01-27,null,nurse+00367@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,95695,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,73480,Sleep Lab LSC,Active,Demo00367 Nurse,false,2025-10-16,9759,26.72,null,false
00493,Demo00493,Nurse,Demo00493,3588,RN IV,1999-05-10,Lowell General Hospital,60900,1975-08-17,1999-05-10,1999-05-10,1999-05-10,null,nurse+00493@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,13706,Full Time,603xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,60900,Special Care Nursery,Active,Demo00493 Nurse,false,2025-10-16,9656,26.44,null,false
00449,Demo00449,Nurse,Demo00449,2819,"RN I, Clinical Nurse - Ambulatory",2022-10-03,Lowell General Hospital,72640,1967-08-04,1999-04-05,2022-10-03,2022-10-03,null,nurse+00449@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,05821,Full Time,603xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,72640,Anticoagulation Services,Active,Demo00449 Nurse,false,2025-10-16,9691,26.53,null,false
00618,Demo00618,Nurse,Demo00618,3588,RN IV,1999-08-02,Lowell General Hospital,60700,1962-10-11,1999-08-02,1999-08-02,2025-01-06,2025-01-05,nurse+00618@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,13706,Part Time,978xxxxxxx,40.00,false,Voluntary,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,60700,Mother-Infant Unit,Terminated,Demo00618 Nurse,false,2025-01-05,9288,25.43,9288,false
00518,Demo00518,Nurse,Demo00518,2468,Respiratory Therapist II,1999-05-24,Lowell General Hospital,73600,1964-11-20,1999-05-24,1999-05-24,1999-05-24,null,nurse+00518@laudio.com,XXXXXXX,XXXXXXX,XXXXXXX,XXXXXXX,08392,Full Time,978xxxxxxx,40.00,true,null,dbfs:/Volumes/workforce/raw/raw_data/employee_202510161125.csv,2026-09-14T16:36:12.754Z,20260914_163601,73600,Respiratory Therapy,Active,Demo00518 Nurse,false,2025-10-16,9642,26.4,null,false
